-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921	-0.960629921
-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843	-0.921259843
-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764	-0.881889764
-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685	-0.842519685
-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606	-0.803149606
-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528	-0.763779528
-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449	-0.724409449
-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937	-0.68503937
-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291	-0.645669291
